Node	Time	Technology	AvailabilityFactor
2	15	HP_MT	0.98
2	16	HP_MT	0.98
2	17	HP_MT	0.98
2	18	HP_MT	0.98
2	19	HP_MT	0.98
2	20	HP_MT	0.98
2	21	HP_MT	0.98
2	22	HP_MT	0.98
2	23	HP_MT	0.98
2	24	HP_MT	0.98
2	1	PV	0.0
2	2	PV	0.0
2	3	PV	0.0
2	4	PV	0.0
2	5	PV	0.0
2	6	PV	0.0
2	7	PV	0.0
2	8	PV	0.0
2	9	PV	0.0
2	10	PV	0.023
2	11	PV	0.105
2	12	PV	0.2
2	13	PV	0.255
2	14	PV	0.208
2	15	PV	0.083
2	16	PV	0.0
2	17	PV	0.0
2	18	PV	0.0
2	19	PV	0.0
2	20	PV	0.0
2	21	PV	0.0
2	22	PV	0.0
2	23	PV	0.0
2	24	PV	0.0
2	1	P2G	0.98
2	2	P2G	0.98
2	3	P2G	0.98
2	4	P2G	0.98
2	5	P2G	0.98
2	6	P2G	0.98
2	7	P2G	0.98
2	8	P2G	0.98
2	9	P2G	0.98
2	10	P2G	0.98
2	11	P2G	0.98
2	12	P2G	0.98
2	13	P2G	0.98
2	14	P2G	0.98
2	15	P2G	0.98
2	16	P2G	0.98
2	17	P2G	0.98
2	18	P2G	0.98
2	19	P2G	0.98
2	20	P2G	0.98
2	21	P2G	0.98
2	22	P2G	0.98
2	23	P2G	0.98
2	24	P2G	0.98
2	1	G2P	0.98
2	2	G2P	0.98
2	3	G2P	0.98
2	4	G2P	0.98
2	5	G2P	0.98
2	6	G2P	0.98
2	7	G2P	0.98
2	8	G2P	0.98
2	9	G2P	0.98
2	10	G2P	0.98
2	11	G2P	0.98
2	12	G2P	0.98
2	13	G2P	0.98
2	14	G2P	0.98
2	15	G2P	0.98
2	16	G2P	0.98
2	17	G2P	0.98
2	18	G2P	0.98
2	19	G2P	0.98
2	20	G2P	0.98
2	21	G2P	0.98
2	22	G2P	0.98
2	23	G2P	0.98
2	24	G2P	0.98
2	1	GasBoiler	0.98
2	2	GasBoiler	0.98
2	3	GasBoiler	0.98
2	4	GasBoiler	0.98
2	5	GasBoiler	0.98
2	6	GasBoiler	0.98
2	7	GasBoiler	0.98
2	8	GasBoiler	0.98
2	9	GasBoiler	0.98
2	10	GasBoiler	0.98
2	11	GasBoiler	0.98
2	12	GasBoiler	0.98
2	13	GasBoiler	0.98
2	14	GasBoiler	0.98
2	15	GasBoiler	0.98
2	16	GasBoiler	0.98
2	17	GasBoiler	0.98
2	18	GasBoiler	0.98
2	19	GasBoiler	0.98
2	20	GasBoiler	0.98
2	21	GasBoiler	0.98
2	22	GasBoiler	0.98
2	23	GasBoiler	0.98
2	24	GasBoiler	0.98
2	1	GasBoiler_CCS	0.98
2	2	GasBoiler_CCS	0.98
2	3	GasBoiler_CCS	0.98
2	4	GasBoiler_CCS	0.98
2	5	GasBoiler_CCS	0.98
2	6	GasBoiler_CCS	0.98
2	7	GasBoiler_CCS	0.98
2	8	GasBoiler_CCS	0.98
2	9	GasBoiler_CCS	0.98
2	10	GasBoiler_CCS	0.98
2	11	GasBoiler_CCS	0.98
2	12	GasBoiler_CCS	0.98
2	13	GasBoiler_CCS	0.98
2	14	GasBoiler_CCS	0.98
2	15	GasBoiler_CCS	0.98
2	16	GasBoiler_CCS	0.98
2	17	GasBoiler_CCS	0.98
2	18	GasBoiler_CCS	0.98
2	19	GasBoiler_CCS	0.98
2	20	GasBoiler_CCS	0.98
2	21	GasBoiler_CCS	0.98
2	22	GasBoiler_CCS	0.98
2	23	GasBoiler_CCS	0.98
2	24	GasBoiler_CCS	0.98
2	1	CHP	0.8
2	2	CHP	0.8
2	3	CHP	0.8
2	4	CHP	0.8
2	5	CHP	0.8
2	6	CHP	0.8
2	7	CHP	0.8
2	8	CHP	0.8
2	9	CHP	0.8
2	10	CHP	0.8
2	11	CHP	0.8
2	12	CHP	0.8
2	13	CHP	0.8
2	14	CHP	0.8
2	15	CHP	0.8
2	16	CHP	0.8
2	17	CHP	0.8
2	18	CHP	0.8
2	19	CHP	0.8
2	20	CHP	0.8
2	21	CHP	0.8
2	22	CHP	0.8
2	23	CHP	0.8
2	24	CHP	0.8
2	1	CHP_CCS	0.8
2	2	CHP_CCS	0.8
2	3	CHP_CCS	0.8
2	4	CHP_CCS	0.8
2	5	CHP_CCS	0.8
2	6	CHP_CCS	0.8
2	7	CHP_CCS	0.8
2	8	CHP_CCS	0.8
2	9	CHP_CCS	0.8
2	10	CHP_CCS	0.8
2	11	CHP_CCS	0.8
2	12	CHP_CCS	0.8
2	13	CHP_CCS	0.8
2	14	CHP_CCS	0.8
2	15	CHP_CCS	0.8
2	16	CHP_CCS	0.8
2	17	CHP_CCS	0.8
2	18	CHP_CCS	0.8
2	19	CHP_CCS	0.8
2	20	CHP_CCS	0.8
2	21	CHP_CCS	0.8
2	22	CHP_CCS	0.8
2	23	CHP_CCS	0.8
2	24	CHP_CCS	0.8
2	1	Biogas_Grid	0.9
2	2	Biogas_Grid	0.9
2	3	Biogas_Grid	0.9
2	4	Biogas_Grid	0.9
2	5	Biogas_Grid	0.9
2	6	Biogas_Grid	0.9
2	7	Biogas_Grid	0.9
2	8	Biogas_Grid	0.9
2	9	Biogas_Grid	0.9
2	10	Biogas_Grid	0.9
2	11	Biogas_Grid	0.9
2	12	Biogas_Grid	0.9
2	13	Biogas_Grid	0.9
2	14	Biogas_Grid	0.9
2	15	Biogas_Grid	0.9
2	16	Biogas_Grid	0.9
2	17	Biogas_Grid	0.9
2	18	Biogas_Grid	0.9
2	19	Biogas_Grid	0.9
2	20	Biogas_Grid	0.9
2	21	Biogas_Grid	0.9
2	22	Biogas_Grid	0.9
2	23	Biogas_Grid	0.9
2	24	Biogas_Grid	0.9
2	1	CH4_Grid	0.8
2	2	CH4_Grid	0.8
2	3	CH4_Grid	0.8
2	4	CH4_Grid	0.8
2	5	CH4_Grid	0.8
2	6	CH4_Grid	0.8
2	7	CH4_Grid	0.8
2	8	CH4_Grid	0.8
2	9	CH4_Grid	0.8
2	10	CH4_Grid	0.8
2	11	CH4_Grid	0.8
2	12	CH4_Grid	0.8
2	13	CH4_Grid	0.8
2	14	CH4_Grid	0.8
2	15	CH4_Grid	0.8
2	16	CH4_Grid	0.8
2	17	CH4_Grid	0.8
2	18	CH4_Grid	0.8
2	19	CH4_Grid	0.8
2	20	CH4_Grid	0.8
2	21	CH4_Grid	0.8
2	22	CH4_Grid	0.8
2	23	CH4_Grid	0.8
2	24	CH4_Grid	0.8
2	1	CH4_H2_Mixer	1.0
2	2	CH4_H2_Mixer	1.0
2	3	CH4_H2_Mixer	1.0
2	4	CH4_H2_Mixer	1.0
2	5	CH4_H2_Mixer	1.0
2	6	CH4_H2_Mixer	1.0
2	7	CH4_H2_Mixer	1.0
2	8	CH4_H2_Mixer	1.0
2	9	CH4_H2_Mixer	1.0
2	10	CH4_H2_Mixer	1.0
2	11	CH4_H2_Mixer	1.0
2	12	CH4_H2_Mixer	1.0
2	13	CH4_H2_Mixer	1.0
2	14	CH4_H2_Mixer	1.0
2	15	CH4_H2_Mixer	1.0
2	16	CH4_H2_Mixer	1.0
2	17	CH4_H2_Mixer	1.0
2	18	CH4_H2_Mixer	1.0
2	19	CH4_H2_Mixer	1.0
2	20	CH4_H2_Mixer	1.0
2	21	CH4_H2_Mixer	1.0
2	22	CH4_H2_Mixer	1.0
2	23	CH4_H2_Mixer	1.0
2	24	CH4_H2_Mixer	1.0
2	1	DieselReserveGenerator	0.98
2	2	DieselReserveGenerator	0.98
2	3	DieselReserveGenerator	0.98
2	4	DieselReserveGenerator	0.98
2	5	DieselReserveGenerator	0.98
2	6	DieselReserveGenerator	0.98
2	7	DieselReserveGenerator	0.98
2	8	DieselReserveGenerator	0.98
2	9	DieselReserveGenerator	0.98
2	10	DieselReserveGenerator	0.98
2	11	DieselReserveGenerator	0.98
2	12	DieselReserveGenerator	0.98
2	13	DieselReserveGenerator	0.98
2	14	DieselReserveGenerator	0.98
2	15	DieselReserveGenerator	0.98
2	16	DieselReserveGenerator	0.98
2	17	DieselReserveGenerator	0.98
2	18	DieselReserveGenerator	0.98
2	19	DieselReserveGenerator	0.98
2	20	DieselReserveGenerator	0.98
2	21	DieselReserveGenerator	0.98
2	22	DieselReserveGenerator	0.98
2	23	DieselReserveGenerator	0.98
2	24	DieselReserveGenerator	0.98
2	1	H2_Grid	0.8
2	2	H2_Grid	0.8
2	3	H2_Grid	0.8
2	4	H2_Grid	0.8
2	5	H2_Grid	0.8
2	6	H2_Grid	0.8
2	7	H2_Grid	0.8
2	8	H2_Grid	0.8
2	9	H2_Grid	0.8
2	10	H2_Grid	0.8
2	11	H2_Grid	0.8
2	12	H2_Grid	0.8
2	13	H2_Grid	0.8
2	14	H2_Grid	0.8
2	15	H2_Grid	0.8
2	16	H2_Grid	0.8
2	17	H2_Grid	0.8
2	18	H2_Grid	0.8
2	19	H2_Grid	0.8
2	20	H2_Grid	0.8
2	21	H2_Grid	0.8
2	22	H2_Grid	0.8
2	23	H2_Grid	0.8
2	24	H2_Grid	0.8
2	1	Dummy_Grid	1.0
2	2	Dummy_Grid	1.0
2	3	Dummy_Grid	1.0
2	4	Dummy_Grid	1.0
2	5	Dummy_Grid	1.0
2	6	Dummy_Grid	1.0
2	7	Dummy_Grid	1.0
2	8	Dummy_Grid	1.0
2	9	Dummy_Grid	1.0
2	10	Dummy_Grid	1.0
2	11	Dummy_Grid	1.0
2	12	Dummy_Grid	1.0
2	13	Dummy_Grid	1.0
2	14	Dummy_Grid	1.0
2	15	Dummy_Grid	1.0
2	16	Dummy_Grid	1.0
2	17	Dummy_Grid	1.0
2	18	Dummy_Grid	1.0
2	19	Dummy_Grid	1.0
2	20	Dummy_Grid	1.0
2	21	Dummy_Grid	1.0
2	22	Dummy_Grid	1.0
2	23	Dummy_Grid	1.0
2	24	Dummy_Grid	1.0
3	1	Power_Grid	1.0
3	2	Power_Grid	1.0
3	3	Power_Grid	1.0
3	4	Power_Grid	1.0
3	5	Power_Grid	1.0
3	6	Power_Grid	1.0
3	7	Power_Grid	1.0
3	8	Power_Grid	1.0
3	9	Power_Grid	1.0
3	10	Power_Grid	1.0
3	11	Power_Grid	1.0
3	12	Power_Grid	1.0
3	13	Power_Grid	1.0
3	14	Power_Grid	1.0
3	15	Power_Grid	1.0
3	16	Power_Grid	1.0
3	17	Power_Grid	1.0
3	18	Power_Grid	1.0
3	19	Power_Grid	1.0
3	20	Power_Grid	1.0
3	21	Power_Grid	1.0
3	22	Power_Grid	1.0
3	23	Power_Grid	1.0
3	24	Power_Grid	1.0
3	1	ElectricBoiler	0.98
3	2	ElectricBoiler	0.98
3	3	ElectricBoiler	0.98
3	4	ElectricBoiler	0.98
3	5	ElectricBoiler	0.98
3	6	ElectricBoiler	0.98
3	7	ElectricBoiler	0.98
3	8	ElectricBoiler	0.98
3	9	ElectricBoiler	0.98
3	10	ElectricBoiler	0.98
3	11	ElectricBoiler	0.98
3	12	ElectricBoiler	0.98
3	13	ElectricBoiler	0.98
3	14	ElectricBoiler	0.98
3	15	ElectricBoiler	0.98
3	16	ElectricBoiler	0.98
3	17	ElectricBoiler	0.98
3	18	ElectricBoiler	0.98
3	19	ElectricBoiler	0.98
3	20	ElectricBoiler	0.98
3	21	ElectricBoiler	0.98
3	22	ElectricBoiler	0.98
3	23	ElectricBoiler	0.98
3	24	ElectricBoiler	0.98
3	1	HP_LT	0.98
3	2	HP_LT	0.98
3	3	HP_LT	0.98
3	4	HP_LT	0.98
3	5	HP_LT	0.98
3	6	HP_LT	0.98
3	7	HP_LT	0.98
3	8	HP_LT	0.98
3	9	HP_LT	0.98
3	10	HP_LT	0.98
3	11	HP_LT	0.98
3	12	HP_LT	0.98
3	13	HP_LT	0.98
3	14	HP_LT	0.98
3	15	HP_LT	0.98
3	16	HP_LT	0.98
3	17	HP_LT	0.98
3	18	HP_LT	0.98
3	19	HP_LT	0.98
3	20	HP_LT	0.98
3	21	HP_LT	0.98
3	22	HP_LT	0.98
3	23	HP_LT	0.98
3	24	HP_LT	0.98
3	1	HP_MT	0.98
3	2	HP_MT	0.98
3	3	HP_MT	0.98
3	4	HP_MT	0.98
3	5	HP_MT	0.98
3	6	HP_MT	0.98
3	7	HP_MT	0.98
3	8	HP_MT	0.98
3	9	HP_MT	0.98
3	10	HP_MT	0.98
3	11	HP_MT	0.98
3	12	HP_MT	0.98
3	13	HP_MT	0.98
3	14	HP_MT	0.98
3	15	HP_MT	0.98
3	16	HP_MT	0.98
3	17	HP_MT	0.98
3	18	HP_MT	0.98
3	19	HP_MT	0.98
3	20	HP_MT	0.98
3	21	HP_MT	0.98
3	22	HP_MT	0.98
3	23	HP_MT	0.98
3	24	HP_MT	0.98
3	1	PV	0.0
3	2	PV	0.0
3	3	PV	0.0
3	4	PV	0.001
3	5	PV	0.017
3	6	PV	0.034
3	7	PV	0.067
3	8	PV	0.109
3	9	PV	0.136
3	10	PV	0.143
3	11	PV	0.168
3	12	PV	0.138
3	13	PV	0.135
3	14	PV	0.13
3	15	PV	0.151
3	16	PV	0.119
3	17	PV	0.153
3	18	PV	0.131
3	19	PV	0.072
3	20	PV	0.019
3	21	PV	0.002
3	22	PV	0.0
3	23	PV	0.0
3	24	PV	0.0
3	1	P2G	0.98
3	2	P2G	0.98
3	3	P2G	0.98
3	4	P2G	0.98
3	5	P2G	0.98
3	6	P2G	0.98
3	7	P2G	0.98
3	8	P2G	0.98
3	9	P2G	0.98
3	10	P2G	0.98
3	11	P2G	0.98
3	12	P2G	0.98
3	13	P2G	0.98
3	14	P2G	0.98
3	15	P2G	0.98
3	16	P2G	0.98
3	17	P2G	0.98
3	18	P2G	0.98
3	19	P2G	0.98
3	20	P2G	0.98
3	21	P2G	0.98
3	22	P2G	0.98
3	23	P2G	0.98
3	24	P2G	0.98
3	1	G2P	0.98
3	2	G2P	0.98
3	3	G2P	0.98
3	4	G2P	0.98
3	5	G2P	0.98
3	6	G2P	0.98
3	7	G2P	0.98
3	8	G2P	0.98
3	9	G2P	0.98
3	10	G2P	0.98
3	11	G2P	0.98
3	12	G2P	0.98
3	13	G2P	0.98
3	14	G2P	0.98
3	15	G2P	0.98
3	16	G2P	0.98
3	17	G2P	0.98
3	18	G2P	0.98
3	19	G2P	0.98
3	20	G2P	0.98
3	21	G2P	0.98
3	22	G2P	0.98
3	23	G2P	0.98
3	24	G2P	0.98
3	1	GasBoiler	0.98
3	2	GasBoiler	0.98
3	3	GasBoiler	0.98
3	4	GasBoiler	0.98
3	5	GasBoiler	0.98
3	6	GasBoiler	0.98
3	7	GasBoiler	0.98
3	8	GasBoiler	0.98
3	9	GasBoiler	0.98
3	10	GasBoiler	0.98
3	11	GasBoiler	0.98
3	12	GasBoiler	0.98
3	13	GasBoiler	0.98
3	14	GasBoiler	0.98
3	15	GasBoiler	0.98
3	16	GasBoiler	0.98
3	17	GasBoiler	0.98
3	18	GasBoiler	0.98
3	19	GasBoiler	0.98
3	20	GasBoiler	0.98
3	21	GasBoiler	0.98
3	22	GasBoiler	0.98
3	23	GasBoiler	0.98
3	24	GasBoiler	0.98
3	1	GasBoiler_CCS	0.98
3	2	GasBoiler_CCS	0.98
3	3	GasBoiler_CCS	0.98
3	4	GasBoiler_CCS	0.98
3	5	GasBoiler_CCS	0.98
3	6	GasBoiler_CCS	0.98
3	7	GasBoiler_CCS	0.98
3	8	GasBoiler_CCS	0.98
3	9	GasBoiler_CCS	0.98
3	10	GasBoiler_CCS	0.98
3	11	GasBoiler_CCS	0.98
3	12	GasBoiler_CCS	0.98
3	13	GasBoiler_CCS	0.98
3	14	GasBoiler_CCS	0.98
3	15	GasBoiler_CCS	0.98
3	16	GasBoiler_CCS	0.98
3	17	GasBoiler_CCS	0.98
3	18	GasBoiler_CCS	0.98
3	19	GasBoiler_CCS	0.98
3	20	GasBoiler_CCS	0.98
3	21	GasBoiler_CCS	0.98
3	22	GasBoiler_CCS	0.98
3	23	GasBoiler_CCS	0.98
3	24	GasBoiler_CCS	0.98
3	1	CHP	0.8
3	2	CHP	0.8
3	3	CHP	0.8
3	4	CHP	0.8
3	5	CHP	0.8
3	6	CHP	0.8
3	7	CHP	0.8
3	8	CHP	0.8
3	9	CHP	0.8
3	10	CHP	0.8
3	11	CHP	0.8
3	12	CHP	0.8
3	13	CHP	0.8
3	14	CHP	0.8
3	15	CHP	0.8
3	16	CHP	0.8
3	17	CHP	0.8
3	18	CHP	0.8
3	19	CHP	0.8
3	20	CHP	0.8
3	21	CHP	0.8
3	22	CHP	0.8
3	23	CHP	0.8
3	24	CHP	0.8
3	1	CHP_CCS	0.8
3	2	CHP_CCS	0.8
3	3	CHP_CCS	0.8
3	4	CHP_CCS	0.8
3	5	CHP_CCS	0.8
3	6	CHP_CCS	0.8
3	7	CHP_CCS	0.8
3	8	CHP_CCS	0.8
3	9	CHP_CCS	0.8
3	10	CHP_CCS	0.8
3	11	CHP_CCS	0.8
3	12	CHP_CCS	0.8
3	13	CHP_CCS	0.8
3	14	CHP_CCS	0.8
3	15	CHP_CCS	0.8
3	16	CHP_CCS	0.8
3	17	CHP_CCS	0.8
3	18	CHP_CCS	0.8
3	19	CHP_CCS	0.8
3	20	CHP_CCS	0.8
3	21	CHP_CCS	0.8
3	22	CHP_CCS	0.8
3	23	CHP_CCS	0.8
3	24	CHP_CCS	0.8
3	1	Biogas_Grid	0.9
3	2	Biogas_Grid	0.9
3	3	Biogas_Grid	0.9
3	4	Biogas_Grid	0.9
3	5	Biogas_Grid	0.9
3	6	Biogas_Grid	0.9
3	7	Biogas_Grid	0.9
3	8	Biogas_Grid	0.9
3	9	Biogas_Grid	0.9
3	10	Biogas_Grid	0.9
3	11	Biogas_Grid	0.9
3	12	Biogas_Grid	0.9
3	13	Biogas_Grid	0.9
3	14	Biogas_Grid	0.9
3	15	Biogas_Grid	0.9
3	16	Biogas_Grid	0.9
3	17	Biogas_Grid	0.9
3	18	Biogas_Grid	0.9
3	19	Biogas_Grid	0.9
3	20	Biogas_Grid	0.9
3	21	Biogas_Grid	0.9
3	22	Biogas_Grid	0.9
3	23	Biogas_Grid	0.9
3	24	Biogas_Grid	0.9
3	1	CH4_Grid	0.8
3	2	CH4_Grid	0.8
3	3	CH4_Grid	0.8
3	4	CH4_Grid	0.8
3	5	CH4_Grid	0.8
3	6	CH4_Grid	0.8
3	7	CH4_Grid	0.8
3	8	CH4_Grid	0.8
3	9	CH4_Grid	0.8
3	10	CH4_Grid	0.8
3	11	CH4_Grid	0.8
3	12	CH4_Grid	0.8
3	13	CH4_Grid	0.8
3	14	CH4_Grid	0.8
3	15	CH4_Grid	0.8
3	16	CH4_Grid	0.8
3	17	CH4_Grid	0.8
3	18	CH4_Grid	0.8
3	19	CH4_Grid	0.8
3	20	CH4_Grid	0.8
3	21	CH4_Grid	0.8
3	22	CH4_Grid	0.8
3	23	CH4_Grid	0.8
3	24	CH4_Grid	0.8
3	1	CH4_H2_Mixer	1.0
3	2	CH4_H2_Mixer	1.0
3	3	CH4_H2_Mixer	1.0
3	4	CH4_H2_Mixer	1.0
3	5	CH4_H2_Mixer	1.0
3	6	CH4_H2_Mixer	1.0
3	7	CH4_H2_Mixer	1.0
3	8	CH4_H2_Mixer	1.0
3	9	CH4_H2_Mixer	1.0
3	10	CH4_H2_Mixer	1.0
3	11	CH4_H2_Mixer	1.0
3	12	CH4_H2_Mixer	1.0
3	13	CH4_H2_Mixer	1.0
3	14	CH4_H2_Mixer	1.0
3	15	CH4_H2_Mixer	1.0
3	16	CH4_H2_Mixer	1.0
3	17	CH4_H2_Mixer	1.0
3	18	CH4_H2_Mixer	1.0
3	19	CH4_H2_Mixer	1.0
3	20	CH4_H2_Mixer	1.0
3	21	CH4_H2_Mixer	1.0
3	22	CH4_H2_Mixer	1.0
3	23	CH4_H2_Mixer	1.0
3	24	CH4_H2_Mixer	1.0
3	1	DieselReserveGenerator	0.98
3	2	DieselReserveGenerator	0.98
3	3	DieselReserveGenerator	0.98
3	4	DieselReserveGenerator	0.98
3	5	DieselReserveGenerator	0.98
3	6	DieselReserveGenerator	0.98
3	7	DieselReserveGenerator	0.98
3	8	DieselReserveGenerator	0.98
3	9	DieselReserveGenerator	0.98
3	10	DieselReserveGenerator	0.98
3	11	DieselReserveGenerator	0.98
3	12	DieselReserveGenerator	0.98
3	13	DieselReserveGenerator	0.98
3	14	DieselReserveGenerator	0.98
3	15	DieselReserveGenerator	0.98
3	16	DieselReserveGenerator	0.98
3	17	DieselReserveGenerator	0.98
3	18	DieselReserveGenerator	0.98
3	19	DieselReserveGenerator	0.98
3	20	DieselReserveGenerator	0.98
3	21	DieselReserveGenerator	0.98
3	22	DieselReserveGenerator	0.98
3	23	DieselReserveGenerator	0.98
3	24	DieselReserveGenerator	0.98
3	1	H2_Grid	0.8
3	2	H2_Grid	0.8
3	3	H2_Grid	0.8
3	4	H2_Grid	0.8
3	5	H2_Grid	0.8
3	6	H2_Grid	0.8
3	7	H2_Grid	0.8
3	8	H2_Grid	0.8
3	9	H2_Grid	0.8
3	10	H2_Grid	0.8
3	11	H2_Grid	0.8
3	12	H2_Grid	0.8
3	13	H2_Grid	0.8
3	14	H2_Grid	0.8
3	15	H2_Grid	0.8
3	16	H2_Grid	0.8
3	17	H2_Grid	0.8
3	18	H2_Grid	0.8
3	19	H2_Grid	0.8
3	20	H2_Grid	0.8
3	21	H2_Grid	0.8
3	22	H2_Grid	0.8
3	23	H2_Grid	0.8
3	24	H2_Grid	0.8
3	1	Dummy_Grid	1.0
3	2	Dummy_Grid	1.0
3	3	Dummy_Grid	1.0
3	4	Dummy_Grid	1.0
3	5	Dummy_Grid	1.0
3	6	Dummy_Grid	1.0
3	7	Dummy_Grid	1.0
3	8	Dummy_Grid	1.0
3	9	Dummy_Grid	1.0
3	10	Dummy_Grid	1.0
3	11	Dummy_Grid	1.0
3	12	Dummy_Grid	1.0
3	13	Dummy_Grid	1.0
3	14	Dummy_Grid	1.0
3	15	Dummy_Grid	1.0
3	16	Dummy_Grid	1.0
3	17	Dummy_Grid	1.0
3	18	Dummy_Grid	1.0
3	19	Dummy_Grid	1.0
3	20	Dummy_Grid	1.0
3	21	Dummy_Grid	1.0
3	22	Dummy_Grid	1.0
3	23	Dummy_Grid	1.0
3	24	Dummy_Grid	1.0
4	1	Power_Grid	1.0
4	2	Power_Grid	1.0
4	3	Power_Grid	1.0
4	4	Power_Grid	1.0
4	5	Power_Grid	1.0
4	6	Power_Grid	1.0
4	7	Power_Grid	1.0
4	8	Power_Grid	1.0
4	9	Power_Grid	1.0
4	10	Power_Grid	1.0
4	11	Power_Grid	1.0
4	12	Power_Grid	1.0
4	13	Power_Grid	1.0
4	14	Power_Grid	1.0
4	15	Power_Grid	1.0
4	16	Power_Grid	1.0
4	17	Power_Grid	1.0
4	18	Power_Grid	1.0
4	19	Power_Grid	1.0
4	20	Power_Grid	1.0
4	21	Power_Grid	1.0
4	22	Power_Grid	1.0
4	23	Power_Grid	1.0
4	24	Power_Grid	1.0
4	1	ElectricBoiler	0.98
4	2	ElectricBoiler	0.98
4	3	ElectricBoiler	0.98
4	4	ElectricBoiler	0.98
4	5	ElectricBoiler	0.98
4	6	ElectricBoiler	0.98
4	7	ElectricBoiler	0.98
4	8	ElectricBoiler	0.98
4	9	ElectricBoiler	0.98
4	10	ElectricBoiler	0.98
4	11	ElectricBoiler	0.98
4	12	ElectricBoiler	0.98
4	13	ElectricBoiler	0.98
4	14	ElectricBoiler	0.98
4	15	ElectricBoiler	0.98
4	16	ElectricBoiler	0.98
4	17	ElectricBoiler	0.98
4	18	ElectricBoiler	0.98
4	19	ElectricBoiler	0.98
4	20	ElectricBoiler	0.98
4	21	ElectricBoiler	0.98
4	22	ElectricBoiler	0.98
4	23	ElectricBoiler	0.98
4	24	ElectricBoiler	0.98
4	1	HP_LT	0.98
4	2	HP_LT	0.98
4	3	HP_LT	0.98
4	4	HP_LT	0.98
4	5	HP_LT	0.98
4	6	HP_LT	0.98
4	7	HP_LT	0.98
4	8	HP_LT	0.98
4	9	HP_LT	0.98
4	10	HP_LT	0.98
4	11	HP_LT	0.98
4	12	HP_LT	0.98
4	13	HP_LT	0.98
4	14	HP_LT	0.98
4	15	HP_LT	0.98
4	16	HP_LT	0.98
4	17	HP_LT	0.98
4	18	HP_LT	0.98
4	19	HP_LT	0.98
4	20	HP_LT	0.98
4	21	HP_LT	0.98
4	22	HP_LT	0.98
4	23	HP_LT	0.98
4	24	HP_LT	0.98
4	1	HP_MT	0.98
4	2	HP_MT	0.98
4	3	HP_MT	0.98
4	4	HP_MT	0.98
4	5	HP_MT	0.98
4	6	HP_MT	0.98
4	7	HP_MT	0.98
4	8	HP_MT	0.98
4	9	HP_MT	0.98
4	10	HP_MT	0.98
4	11	HP_MT	0.98
4	12	HP_MT	0.98
4	13	HP_MT	0.98
4	14	HP_MT	0.98
4	15	HP_MT	0.98
4	16	HP_MT	0.98
4	17	HP_MT	0.98
4	18	HP_MT	0.98
4	19	HP_MT	0.98
4	20	HP_MT	0.98
4	21	HP_MT	0.98
4	22	HP_MT	0.98
4	23	HP_MT	0.98
